"Story","Title","Result","Date","Stability","Duration (s)"
"Login User","Successful Login","ERROR","2023-06-07T20:12:51.168304-05:00[America/Bogota]","0.0","13.57"
"Login User","Field Validations email address","ERROR","2023-06-07T20:13:04.766811-05:00[America/Bogota]","0.0","6.88"
"Login User","Field Validations password","ERROR","2023-06-07T20:13:11.673522-05:00[America/Bogota]","0.0","6.6"
"Login User","Incorrect Login","ERROR","2023-06-07T20:13:18.286674-05:00[America/Bogota]","0.0","6.31"
